chrom id pos type region_tag1 region_tag2 cs_index susie_pip mu2
1 CDK11A 1703754 gene 1 1 0 0.356475734441484 22.039670962639
1 ATAD3B 1576604 gene 1 1 0 0.135161385207602 11.8111667691447
1 AGRN 1069577 gene 1 1 0 0.0822109487486019 7.32602932663057
1 HES4 976215 gene 1 1 0 0.0609669563597862 4.54424173378894
1 ARHGEF16 3385157 gene 1 2 0 0.041415108314501 6.73897772283071
1 SKI 2004141 gene 1 2 0 0.0373515391984821 6.00732413991316
1 CAMTA1 7669531 gene 1 6 0 0.0510273972657815 4.60964372049353
1 UTS2 7883259 gene 1 6 0 0.155214341694593 15.8339419367184
1 FBXO44 11880426 gene 1 9 0 0.0713883334838732 4.9743318704792
1 DHRS3 12770953 gene 1 10 0 0.174784166488353 14.2703558589138
1 CELA2B 15666843 gene 1 11 0 0.139254197017274 16.7446712678678
1 FHAD1 15246306 gene 1 11 0 0.067179203031728 9.83589990467268
1 TMEM51 15155558 gene 1 11 0 0.0777103126140337 11.1996437442312
1 CASP9 15487691 gene 1 11 0 0.0603568192347589 8.83674312059897
1 CROCC 17005181 gene 1 12 0 0.0798781826240977 6.15724138150092
1 EMC1 19232090 gene 1 13 0 0.0529424973730373 4.6205237523661
1 ECE1 21262110 gene 1 14 0 0.189768370483527 14.3428991242777
1 WNT4 22096228 gene 1 15 0 0.0978195557180732 7.78416706728216
1 NBPF3 21449004 gene 1 15 0 0.0905474822777151 7.0536819942783
1 USP48 21522469 gene 1 15 0 0.0790660622013412 5.77694920531141
1 TCEA3 23526525 gene 1 16 0 0.0924108347403976 7.73608074207887
1 IFNLR1 24192947 gene 1 17 0 0.0825535377426407 6.02559111726582
1 DHDDS 26384884 gene 1 18 0 0.126760826417644 9.30593538013788
1 TAF12 28670745 gene 1 19 0 0.0231930774187953 5.93763388156694
1 ATP5IF1 28269573 gene 1 19 0 0.126287885280763 20.5900101822995
1 OPRD1 28679658 gene 1 19 0 0.222224992948437 29.125975923244
1 PHACTR4 28565781 gene 1 19 0 0.0490248361504109 13.7098973242893
1 SNRNP40 31362129 gene 1 20 0 0.0243460396154379 4.56483833627531
1 GRIK3 36954531 gene 1 22 0 0.0392657992836638 6.82917053455346
1 DNALI1 37516307 gene 1 23 0 0.138267292398422 11.8386230688657
1 NDUFS5 38991334 gene 1 24 0 0.0685088388886285 7.167435391473
1 BMP8A 39502011 gene 1 24 0 0.0583257080788088 5.61667871878121
1 RLF 40221696 gene 1 25 0 0.0633905791700065 13.0815664305767
1 PABPC4 39823421 gene 1 25 0 0.0243056803271187 4.97020154372928
1 SVBP 42830524 gene 1 26 0 0.0959204872507732 7.15031857381325
1 AKR1A1 45561683 gene 1 28 0 0.139851058522261 7.02307718155854
1 NSUN4 46352547 gene 1 28 0 0.1154950789611 5.1857862661498
1 SPATA6 48312577 gene 1 30 0 0.085187485549979 4.82815666560134
1 SLC5A9 48044133 gene 1 30 0 0.155162511768919 10.5579272665304
1 ELAVL4 50263308 gene 1 32 0 0.0522908337426606 5.27216388217966
1 SHISAL2A 52632886 gene 1 33 0 0.117680527890451 11.7729492571663
1 PATJ 61756317 gene 1 39 0 0.124394647795081 11.0046607020499
1 ITGB3BP 63393375 gene 1 40 0 0.091725271174478 8.1957303948525
1 CACHD1 64486071 gene 1 40 0 0.230911921279313 17.1669401977238
1 LEPR 65521522 gene 1 41 0 0.0419790351723187 5.56612600460132
1 SGIP1 66530181 gene 1 42 0 0.0719001771257718 4.6424603348936
1 ACADM 75724884 gene 1 47 0 0.0569133338703236 7.85515203270587
1 LRRIQ3 74244766 gene 1 47 0 0.166494972853644 18.0457935245142
1 TTLL7 84046398 gene 1 51 0 0.285321054811005 21.749307733896
1 SPATA1 84624269 gene 1 52 0 0.0614904605810839 5.69082519002151
1 LRRC8B 89599734 gene 1 54 0 0.0683427048584618 4.84555318564235
1 CDC7 91502721 gene 1 56 0 0.0941583137935711 7.61056818449484
1 ABCD3 94514567 gene 1 58 0 0.110148616041076 13.4804538280353
1 TAF13 109035161 gene 1 67 0 0.0977320229057411 11.8823293141966
1 STXBP3 108805931 gene 1 67 0 0.0466777450058079 4.75689538277869
1 CELSR2 109509517 gene 1 67 0 0.0544812483633573 6.18592711053025
1 SORT1 109532480 gene 1 67 0 0.045599206789515 4.54827184830571
1 CYB561D1 109730023 gene 1 67 0 0.0874071769915062 10.7090825947931
1 SLC25A24 108194680 gene 1 67 0 0.40373867028136 25.4822229349465
1 CLCC1 108785640 gene 1 67 0 0.0478150831390014 5.1615865839843
1 WNT2B 112409197 gene 1 69 0 0.147027548076356 16.7411620868226
1 PPM1J 112790567 gene 1 70 0 0.0824918108026423 6.78730358508952
1 TSPAN2 115096586 gene 1 71 0 0.0606500774234099 10.2632328897278
1 TRIM33 114445096 gene 1 71 0 0.67589920181416 18.0389453506269
1 SIKE1 114753837 gene 1 71 0 0.0763060319793936 15.5319682896248
1 GDAP2 117759750 gene 1 72 0 0.0347998482844421 7.09025530951547
1 CD58 116795449 gene 1 72 0 0.0306314895811998 5.91551505564321
1 NBPF12 147023772 gene 1 73 0 0.0559112097255475 8.11622614940054
1 THEM4 151958824 gene 1 74 0 0.161152403704943 8.2579171094283
1 S100A3 153770758 gene 1 75 0 0.0689628759396819 8.935638855099
1 KCNN3 154867811 gene 1 76 0 0.324034692424955 26.688587447485
1 LAMTOR2 155833414 gene 1 76 0 0.0451429298592147 6.0026322309425
1 MEF2D 156624864 gene 1 77 0 0.0667209802734222 4.74059068435808
1 NTRK1 156674874 gene 1 77 0 0.151820205623611 12.550062823324
1 ARHGEF11 156914792 gene 1 77 0 0.318418782555604 20.0287793721574
1 CCT3 156607997 gene 1 77 0 0.0752269574249784 5.86358074769055
1 MRPL24 156907457 gene 1 77 0 0.0906390300156014 7.61707584372527
1 PCP4L1 161266666 gene 1 79 0 0.0474759202814661 6.89326310607502
1 MGST3 165630223 gene 1 81 0 0.361999296790416 22.3790873342854
1 RXRG 165301778 gene 1 81 0 0.238817205345924 18.0088432898623
1 FAM78B 166407860 gene 1 81 0 0.059850251705504 4.69381464367221
1 ATP1B1 169500749 gene 1 83 0 0.0796156505270531 4.74632051648362
1 VAMP4 171856716 gene 1 84 0 0.0443812083755687 4.55990369998595
1 SLC9C2 173549900 gene 1 85 0 0.078187268213602 11.4253389081662
1 ANKRD45 173611164 gene 1 85 0 0.71653363267566 24.0363427385162
1 TDRD5 179591583 gene 1 89 0 0.0377805748849737 6.12375702093753
1 AXDND1 179373499 gene 1 89 0 0.0321718427290281 4.54633455076281
1 XPR1 180957609 gene 1 89 0 0.0703532179994498 10.8101546692481
1 RNASEL 182589002 gene 1 90 0 0.0579687821555587 4.82439172324378
1 DHX9 182613672 gene 1 90 0 0.103550255534095 10.2727725530316
1 COLGALT2 183920473 gene 1 91 0 0.134371287763903 14.7608155852537
1 PDC 186505645 gene 1 92 0 0.0777826958560239 8.13916349282166
1 NEK7 198410746 gene 1 99 0 0.0665440781793845 5.35144017221485
1 DDX59 200693707 gene 1 101 0 0.0434913290661275 5.13123910003699
1 LGR6 202109689 gene 1 102 0 0.0803952162822683 5.07208672053966
1 DSTYK 205292889 gene 1 104 0 0.0520392225961099 4.72107073429893
1 PM20D1 205798757 gene 1 104 0 0.280365751351633 20.9831261784459
1 CD46 207751847 gene 1 105 0 0.155028282309546 16.6297568051932
1 CD55 207330376 gene 1 105 0 0.0416123611940675 4.87849397515875
1 VASH2 212978238 gene 1 108 0 0.208366309565705 18.2283037583884
1 ANGEL2 213019116 gene 1 108 0 0.137491051647016 14.2152804258108
1 ENAH 225474420 gene 1 115 0 0.0600029255056129 5.79349992568346
1 SRP9 225947432 gene 1 115 0 0.0530852167514258 4.6256454656619
1 STUM 226340621 gene 1 115 0 0.0705150779816283 7.00586518740531
1 ZNF678 227726185 gene 1 116 0 0.0700281068740618 7.45359785062544
1 SNAP47 227726185 gene 1 116 0 0.0700281068740618 7.45359785062544
1 COQ8A 226873784 gene 1 116 0 0.189371645047122 16.9773232632467
1 TAF5L 229623696 gene 1 117 0 6.13953332617712e-14 10.8498654615702
1 NUP133 229234531 gene 1 117 0 1.49658063719471e-13 14.7513270683865
1 ARV1 230961008 gene 1 118 0 0.0664938683750371 4.88290462485899
1 TBCE 235275020 gene 1 121 0 0.214132716003883 15.3837553134698
1 ARID4B 234975037 gene 1 121 0 0.0821930659887504 6.22592578342066
1 GPR137B 236140031 gene 1 122 0 0.0736756100081734 6.37976305754201
1 RYR2 237794754 gene 1 123 0 0.0586909312377053 4.59628169919827
1 EFCAB2 245027793 gene 1 129 0 0.0816550928629868 8.27911444949051
1 ZNF124 247120018 gene 1 130 0 0.036850349000819 4.72980377475929
1 SMYD3 246544305 gene 1 130 0 0.13912104835693 17.2003502695114
1 OR2L13 247965938 gene 1 131 0 0.0578311784859445 5.049683135421
1 OR2L5 247937246 gene 1 131 0 0.0646762472191903 6.09223952869064
1 OR2L3 247965627 gene 1 131 0 0.0724792051797302 7.15718188444201
1 OR2L2 247965627 gene 1 131 0 0.0724792051797303 7.15718188444201
2 COLEC11 3537469 gene 2 2 0 0.0446201790557548 9.45148280716161
2 TRAPPC12 3481432 gene 2 2 0 0.0679921326781178 13.5546754316348
2 ALLC 3577209 gene 2 2 0 0.0279681740020805 5.10435848812335
2 ADAM17 9486236 gene 2 6 0 0.0626721275432507 8.33810546234768
2 ROCK2 10971020 gene 2 7 0 0.0362416078345176 5.45236162059998
2 E2F6 11361765 gene 2 7 0 0.113991091907997 16.1647450068944
2 KCNS3 18528277 gene 2 11 0 0.0995729714398659 5.88658233763294
2 CGREF1 26875898 gene 2 16 0 0.247583607232905 17.1080644923317
2 SLC5A6 27235922 gene 2 16 0 0.0829758221662154 9.66886801004119
2 LBH 30220369 gene 2 18 0 0.0776318086552548 6.36560048254178
2 LCLAT1 30440361 gene 2 19 0 0.133081548541277 7.15110315746187
2 GALNT14 31380198 gene 2 20 0 0.0933339573306828 8.2427213435755
2 XDH 31509846 gene 2 20 0 0.0831549794878833 7.15372509231896
2 RMDN2 37925698 gene 2 24 0 0.144296219160752 10.8625856812335
2 THUMPD2 39592199 gene 2 25 0 0.105235498267747 10.0779588144121
2 DYNC2LI1 43785067 gene 2 27 0 0.18601110646495 10.6327064113389
2 EPCAM 47364630 gene 2 30 0 0.0455119090121533 4.55979007733162
2 ACYP2 53900592 gene 2 35 0 0.0710813890229693 10.8782600760109
2 RTN4 55043349 gene 2 36 0 0.243250084862788 21.6592901680258
2 FANCL 58350836 gene 2 39 0 0.0711818050507669 20.6970353194104
2 USP34 61153487 gene 2 40 0 0.0384223535514538 6.54286860653249
2 VPS54 63858951 gene 2 41 0 0.0547377727977395 4.56019392626987
2 SPRED2 65309381 gene 2 42 0 0.079193824723437 4.61222382260181
2 C1D 68159768 gene 2 45 0 0.351388269240197 19.2547434890616
2 ZNF638 71342174 gene 2 47 0 0.0445639210243198 11.486702916726
2 MPHOSPH10 71146290 gene 2 47 0 0.0275564745232586 5.23947154292463
2 ACTG2 73664576 gene 2 48 0 0.0531850272432365 10.1682879976111
2 ALMS1 73375138 gene 2 48 0 0.0540909255889247 22.5974286754328
2 HK2 74780344 gene 2 48 0 0.0590100801695845 9.81491672521215
2 MRPL19 75700996 gene 2 49 0 0.0561609858159994 5.28166327584916
2 LRRTM4 77624666 gene 2 50 0 0.0471647278420103 4.98229820470798
2 ST3GAL5 85902950 gene 2 54 0 0.0589249219134421 6.58597090986995
2 REEP1 86335779 gene 2 54 0 0.142222921480682 14.9214432753791
2 RNF181 85768525 gene 2 54 0 0.175810078916085 16.9876493505023
2 THNSL2 88147373 gene 2 55 0 0.0782343382431798 4.83182611267767
2 RPIA 88689483 gene 2 55 0 0.0775287922540013 4.74677963183452
2 ANKRD36 97359885 gene 2 57 0 0.0816953068663101 6.5967592192172
2 ANKRD36C 96129975 gene 2 57 0 0.068818554837459 6.11249756001682
2 TSGA10 99151405 gene 2 58 0 0.0428629201956193 6.46945403773164
2 UNC50 98394708 gene 2 58 0 0.138234121420998 17.5271716106001
2 PDCL3 100585207 gene 2 58 0 0.0344367984600088 4.54341155508279
2 MAP4K4 101990064 gene 2 59 0 0.207358755627808 15.0294561941257
2 RGPD4 107632902 gene 2 64 0 0.109145893489623 6.58938934892814
2 GCC2 108701896 gene 2 65 0 0.0595036592296415 5.46842369068537
2 POLR1B 112558962 gene 2 66 0 0.052108253698727 5.25298241797924
2 PAX8 113220359 gene 2 67 0 0.0551184500544246 7.67081448038047
2 DBI 119392327 gene 2 69 0 0.047168688040132 11.8101986949433
2 GLI2 120727661 gene 2 70 0 0.100544797121349 10.0944545038264
2 MGAT5 134314782 gene 2 79 0 0.0906945363465076 12.7983245561356
2 CCNT2 134918338 gene 2 80 0 0.141869171594632 6.94700211327217
2 R3HDM1 135797955 gene 2 80 0 0.110517579384249 4.5511957553015
2 THSD7B 136729928 gene 2 81 0 0.440798822748677 24.2522454438505
2 LYPD6 149332928 gene 2 88 0 0.0219867217957452 6.24213555934513
2 ORC4 147757767 gene 2 88 0 0.0264951318623027 7.37363849489333
2 RND3 150489717 gene 2 89 0 0.072465358721467 4.73961347663052
2 UPP2 157716404 gene 2 95 0 0.0732782526915041 5.60234796653338
2 BAZ2B 159811597 gene 2 96 1 0.21904037175709 21.04583049024
2 SCN1A 166158265 gene 2 100 0 0.0580608754018854 4.62213991788665
2 GALNT3 165859347 gene 2 100 0 0.116692428193068 11.193785103288
2 SCN7A 166646963 gene 2 102 0 0.0273422404841774 5.96863155659717
2 PPIG 169528309 gene 2 103 0 0.0553761617390944 5.18352963052
2 PHOSPHO2 169646989 gene 2 103 0 0.0538321016762472 4.71709047538837
2 SP9 174234921 gene 2 105 0 0.0702679987957558 21.2318516527223
2 SCRN3 174337970 gene 2 105 0 0.0433061863387501 12.8207857052575
2 CHN1 174997941 gene 2 106 0 0.0611396725645214 8.77524193793203
2 WIPF1 174907004 gene 2 106 0 0.0539233457282932 7.12110271494282
2 SESTD1 179263852 gene 2 108 0 0.032729205237244 7.48180356196842
2 INPP1 190343621 gene 2 113 0 0.0805194473577232 6.2110284570029
2 C2orf66 196933973 gene 2 116 0 0.0527807441803035 5.16823814178172
2 ANKRD44 197304119 gene 2 117 0 0.0594625430916846 31.0477246397761
2 INO80D 206300260 gene 2 122 0 0.0255607736707244 5.76071930815632
2 CREB1 207501095 gene 2 122 0 0.0748896557088966 17.1315032978579
