chrom id pos type region_tag1 region_tag2 cs_index susie_pip mu2
1 ATAD3B 1576604 gene 1 1 0 0.0906866580123504 12.1257114748673
1 AGRN 1180614 gene 1 1 0 0.0515623349626859 7.11677784707461
1 GNB1 1937046 gene 1 1 0 0.0586674157740909 9.79826809004902
1 ARHGEF16 3543897 gene 1 2 0 0.0538451874088517 13.3432358226664
1 MORN1 2324849 gene 1 2 0 0.0207381859345861 4.63555491785427
1 CEP104 3857985 gene 1 3 0 0.13234538493489 14.3226449693588
1 RPL22 6363497 gene 1 5 0 0.0514420346265545 5.25756865295962
1 ENO1 9033873 gene 1 6 0 0.0362251710651489 5.53307713542957
1 VAMP3 7765251 gene 1 6 0 0.0337259232246629 4.9339930369587
1 SPSB1 9276713 gene 1 6 0 0.0503467876255748 8.48064268765208
1 CAMTA1 7687949 gene 1 6 0 0.044181858519736 7.47425567089877
1 UBE4B 10163560 gene 1 7 0 0.0696147977142727 5.02402067016472
1 PIK3CD 9668839 gene 1 7 0 0.0693470658343113 4.98821606028476
1 MTOR 11415806 gene 1 8 0 0.0401544559327345 5.00596513932328
1 CLCN6 11778976 gene 1 9 0 0.0455782184571608 5.08696471809263
1 KAZN 13910630 gene 1 10 0 0.0468759057684535 5.73083562788016
1 CPLANE2 16231561 gene 1 11 0 0.187783544536179 23.564301719773
1 CASP9 15494112 gene 1 11 0 0.0365089838047961 8.18429228658824
1 FBXO42 16200034 gene 1 11 0 0.0607071687842012 12.8638427439008
1 CELA2B 15491654 gene 1 11 0 0.0244385788017425 4.5174940998859
1 ATP13A2 16967165 gene 1 12 0 0.0421704839119611 4.5539458734839
1 CROCC 17141011 gene 1 12 0 0.0565459842065604 7.25499335779898
1 PADI2 17137703 gene 1 12 0 0.0579862594962772 7.48740883769873
1 ECE1 21258092 gene 1 14 0 0.168426910816957 17.4711383770138
1 VWA5B1 20310003 gene 1 14 0 0.164911465182463 17.2654096371097
1 NBPF3 21496583 gene 1 15 0 0.0556012626763176 6.42380181179118
1 WNT4 22188183 gene 1 15 0 0.117373232284455 13.4056777029216
1 EPHB2 22816845 gene 1 16 0 0.114801160400478 14.1007792087073
1 IFNLR1 24269208 gene 1 17 0 0.0456098918617311 4.59509111980531
1 ZNF593 26169879 gene 1 18 0 0.0504229062470131 4.60771492699249
1 STMN1 25811645 gene 1 18 0 0.0500094540712762 4.53186227167056
1 SDC3 30879142 gene 1 20 0 0.0367823854884509 12.4937129458201
1 A3GALT2 33285474 gene 1 21 0 0.124265003045349 15.5827496652035
1 OSCP1 36368479 gene 1 22 0 0.0204636734126434 5.65898299092882
1 DNALI1 37310662 gene 1 23 0 0.0469518742274527 5.63273835148698
1 MANEAL 37794831 gene 1 23 0 0.189699830657788 18.8031795754208
1 SF3A3 37900520 gene 1 23 0 0.0507240981643284 6.34438623150743
1 NDUFS5 39001943 gene 1 24 0 0.0907694407422689 13.6737527524008
1 MYCBP 38748480 gene 1 24 0 0.0337148249137598 4.80059531820072
1 RLF 39977955 gene 1 25 0 0.0188131763016154 6.80587396387448
1 EXO5 40349245 gene 1 25 0 0.0158062327120907 4.9913403053406
1 FOXO6 41366796 gene 1 25 0 0.0218034757212193 7.57250897900539
1 ERMAP 42895543 gene 1 26 0 0.0465387028750299 4.5682611316632
1 SVBP 42830524 gene 1 26 0 0.0610562192244641 7.22797231839852
1 EBNA1BP2 43005341 gene 1 26 0 0.0529734276301697 5.76915292173463
1 ELOVL1 43302076 gene 1 27 0 0.0249185884363952 5.28267584483013
1 DMAP1 44215047 gene 1 27 0 0.0949622944394731 18.3714327002869
1 ST3GAL3 43733798 gene 1 27 0 0.0686957023625839 23.1482692966838
1 HYI 43450971 gene 1 27 0 0.10819894721801 23.8976609801672
1 PTPRF 43552145 gene 1 27 0 0.0444659908233598 9.05252091077318
1 PTCH2 44833378 gene 1 28 0 0.0712196205646843 5.48935095028796
1 RPS8 44578343 gene 1 28 0 0.19980414288994 15.319844276196
1 EIF2B3 44613854 gene 1 28 0 0.182685420188977 14.4385455805086
1 NSUN4 46352547 gene 1 28 0 0.0693999272536136 5.24879954183142
1 ZSWIM5 45393660 gene 1 28 0 0.118107607796815 10.2369815813135
1 CYP4Z1 47175084 gene 1 29 0 0.0441303027314316 4.54793977762726
1 SLC5A9 48141206 gene 1 30 0 0.0542459067539964 4.95080915730585
1 SPATA6 48498503 gene 1 30 0 0.0572050648588093 5.44129524295225
1 RNF11 51006569 gene 1 32 0 0.0333308222048121 4.86090502820009
1 GPX7 52602421 gene 1 33 0 0.0536888451039349 9.04908314172859
1 RAB3B 51831387 gene 1 33 0 0.0328232676909055 4.53069521519263
1 TUT4 52312197 gene 1 33 0 0.07452227174339 12.0871683906679
1 CPT2 53004394 gene 1 33 0 0.0579442945908246 9.75347907428612
1 LRP8 53276409 gene 1 33 0 0.169693337838454 19.8937002593953
1 USP24 55062245 gene 1 34 0 0.159306848164019 22.2072726354449
1 JUN 58765136 gene 1 37 0 0.0543376631013857 5.44115921182649
1 FGGY 59265480 gene 1 37 0 0.0517836271209687 4.99707908091123
1 ATG4C 62737550 gene 1 39 0 0.0399978158504568 4.7539528660618
1 TM2D1 61723869 gene 1 39 0 0.101226703333956 13.3222011536525
1 PATJ 62145883 gene 1 39 0 0.0403755139517996 4.83863617995863
1 ITGB3BP 63528821 gene 1 40 0 0.0511902638971413 6.65162507491503
1 CACHD1 64519632 gene 1 40 0 0.152384389290325 16.8935897973845
1 PDE4B 65813751 gene 1 41 0 0.023133941401395 7.02762495691464
1 LEPR 65473475 gene 1 41 0 0.0273652191433207 6.04924746110748
1 JAK1 64970559 gene 1 41 0 0.0930574620467386 16.5993639735855
1 LEPROT 65428386 gene 1 41 0 0.0375602020299469 8.82363862059817
1 GADD45A 67686703 gene 1 42 0 0.155972458154753 16.3856548989316
1 DIRAS3 67939690 gene 1 42 0 0.0465222955824598 5.0384650946046
1 LRRIQ3 74012655 gene 1 47 0 0.0844969476799767 15.6796268089703
1 TNNI3K 74238829 gene 1 47 0 0.038170776556007 8.33303086697988
1 TYW3 74782782 gene 1 47 0 0.0264199899769426 4.96917545044195
1 ACADM 75759948 gene 1 47 0 0.0513025290478599 11.0504094729644
1 SLC44A5 75398319 gene 1 47 0 0.0267135288569874 5.07002325908436
1 AK5 77285508 gene 1 48 0 0.024499982323126 4.77030595803166
1 PIGK 77285508 gene 1 48 0 0.024499982323126 4.77030595803166
1 ADGRL4 79035444 gene 1 48 0 0.0239383694455365 4.55897704272896
1 ZNHIT6 85617888 gene 1 52 0 0.0343841714381732 4.64470348222281
1 C1orf52 85226627 gene 1 52 0 0.0510408007343914 8.68657834330641
1 COL24A1 85837029 gene 1 52 0 0.0395214971104244 5.98524845931495
1 ODF2L 86451141 gene 1 53 0 0.0517629864454549 6.94842057627602
1 PKN2 88866416 gene 1 54 0 0.0735357980710117 9.85748244215904
1 LRRC8B 89599734 gene 1 54 0 0.0426041524972477 4.81494349903003
1 GBP1 89070749 gene 1 54 0 0.044359083810027 5.18576445520885
1 HFM1 91207328 gene 1 55 0 0.0223346538021828 5.31692288325812
1 TMED5 92934792 gene 1 56 0 0.0647489803059589 16.7294620287646
1 TGFBR3 91733011 gene 1 56 0 0.0478236194160077 5.53702262801669
1 BTBD8 92196325 gene 1 56 0 0.0558137871392423 9.29888095285163
1 BCAR3 94066706 gene 1 58 0 0.100925029431398 16.6264177803721
1 DPYD 98099180 gene 1 60 0 0.0141741905556417 5.85788841458883
1 MFSD14A 100230357 gene 1 61 0 0.102333573544694 10.2935868176276
1 LRRC39 100072008 gene 1 61 0 0.0563431274435341 4.73098094967794
1 NTNG1 107438694 gene 1 66 0 0.0809061898670522 12.789394799175
1 GSTM3 109724132 gene 1 67 0 0.0340868220641115 5.00334938454219
1 TAF13 108830106 gene 1 67 0 0.0330308561848031 4.94858942434105
1 SLC25A24 108197227 gene 1 67 0 0.317881925569889 25.9562644231611
1 DRAM2 111016696 gene 1 68 0 0.0480814284629609 5.97836433937752
1 RBM15 110157915 gene 1 68 0 0.0544752759613907 7.12907210153616
1 KCNC4 109962371 gene 1 68 0 0.308663258608522 23.8632197640914
1 RAP1A 111623568 gene 1 69 0 0.261537213922102 27.0280494445557
1 DDX20 111754860 gene 1 69 0 0.0746662135206785 14.9383053483761
1 KCND3 111920362 gene 1 69 0 0.100433184158286 17.7147325064351
1 PHTF1 113630788 gene 1 70 0 0.0633525669894849 8.63160330656674
1 AP4B1 113874815 gene 1 70 0 0.122601759604673 14.8206254280001
1 TSPAN2 115083664 gene 1 71 0 0.0687725016937222 15.4750848932126
1 TRIM33 114510044 gene 1 71 0 0.600898280379127 19.1563397375976
1 NHLH2 115765890 gene 1 72 0 0.0175660841609739 4.89106715984823
1 PRKAB2 147104512 gene 1 73 0 0.0324918322042808 7.26994179177129
1 ACP6 147657885 gene 1 73 0 0.026386842497598 5.36914237114009
1 THEM4 151886412 gene 1 74 0 0.104945332260412 8.44914069975322
1 BGLAP 156247610 gene 1 76 0 0.0318771547293549 6.75537219117566
1 PYGO2 154823866 gene 1 76 0 0.0885634748863773 15.1755229151896
1 GLMP 156525209 gene 1 77 0 0.156091284530811 15.8947707062752
1 IGSF8 159889602 gene 1 78 0 0.0284120338409755 4.55516574743489
1 TSTD1 160982042 gene 1 79 0 0.0225012865633597 4.60173729554013
1 DEDD 160911171 gene 1 79 0 0.0253443163411063 5.69728543968322
1 PIGM 160060953 gene 1 79 0 0.16755905745073 23.4584031529439
1 UFC1 161304658 gene 1 79 0 0.0228651129627701 4.7415921699878
1 RGS5 163189038 gene 1 80 0 0.0314234145931497 10.7770575597766
1 UCK2 165936137 gene 1 81 0 0.0397590255098463 4.55933054082766
1 ALDH9A1 165681550 gene 1 81 0 0.0395643503794108 4.51431122318593
1 MGST3 165632128 gene 1 81 0 0.266905065554228 22.6801928047971
1 RXRG 165414384 gene 1 81 0 0.0403604077980094 4.69704309649841
1 MPZL1 167889865 gene 1 82 0 0.0197562932366279 4.51729933022926
1 POU2F1 167200272 gene 1 82 0 0.0458043622248675 12.2021210515568
1 TIPRL 168335311 gene 1 82 0 0.0223814061848069 5.65274172329971
1 SFT2D2 168489231 gene 1 82 0 0.0198795314115623 4.57386693855842
1 GORAB 170313903 gene 1 83 0 0.0646274905234944 6.91231311295904
1 VAMP4 171760790 gene 1 84 0 0.0276412050675606 4.51817395159883
1 DNM3 171770155 gene 1 84 0 0.0461954597796369 9.22168132363682
1 PIGC 172153461 gene 1 84 0 0.035144273490035 6.7129772369698
1 SLC9C2 173448809 gene 1 85 0 0.0844791744056208 16.7724789693008
1 ANKRD45 173788886 gene 1 85 0 0.0728791908011144 15.0580888390131
1 PAPPA2 176914094 gene 1 86 0 0.0492590971725614 17.4299527479727
1 ABL2 179329463 gene 1 89 0 0.0234141423978173 5.62639006693558
1 FAM163A 179744889 gene 1 89 0 0.0518755754043292 13.0522991343342
1 CEP350 179743345 gene 1 89 0 0.0258659373233413 6.60901859633851
1 ACBD6 180211621 gene 1 89 0 0.0220054013885426 5.20295948256559
1 TDRD5 179547479 gene 1 89 0 0.0204402597111116 4.52295949868149
1 RNASEL 182590629 gene 1 90 0 0.0429770623336521 5.94849023593289
1 LAMC1 183135676 gene 1 91 0 0.062385180345668 11.4333632172294
1 TRMT1L 185392425 gene 1 92 0 0.0618559654584615 10.0251352024813
1 PDC 186645695 gene 1 92 0 0.044716489454799 7.25638301256766
1 B3GALT2 193323626 gene 1 96 0 0.0367014635693117 8.8277363936296
1 CRB1 197069068 gene 1 98 0 0.0469930884004012 7.48976808036227
1 KCNT2 196486235 gene 1 98 0 0.0602466769031035 9.77417013035429
1 KIF21B 201083071 gene 1 101 0 0.0259804431532501 4.58196216375825
1 SHISA4 201990345 gene 1 102 0 0.0702297304818501 7.93925293491913
1 ATP2B4 203972267 gene 1 103 0 0.0408200876349726 5.37057896096297
1 LEMD1 205435750 gene 1 104 0 0.0664991538103595 11.5391061655427
1 TMEM81 204959580 gene 1 104 0 0.0505127386335209 8.99771342160145
1 NUAK2 205410056 gene 1 104 0 0.0729773068868257 12.4030601902308
1 SLC41A1 205641646 gene 1 104 0 0.0474020075751973 8.41201134754492
1 PM20D1 205820154 gene 1 104 0 0.264495408927364 24.8227542111066
1 CD46 207677194 gene 1 105 0 0.0356352801082844 6.86131843970704
1 DYRK3 206711310 gene 1 105 0 0.0345999210706922 6.67041342977888
1 HHAT 210388039 gene 1 106 0 0.0312879607714117 5.48523540473171
1 C1orf74 209895609 gene 1 106 0 0.0316681740409863 5.59564181721532
1 BATF3 212604944 gene 1 107 0 0.0402035627369619 8.58730090210026
1 NENF 212459039 gene 1 107 0 0.0406947427848878 8.69871274107393
1 KCNH1 210816460 gene 1 107 0 0.0339920236401747 7.04971535476883
1 PACC1 212601238 gene 1 107 0 0.0320330657629595 6.50682271873733
1 VASH2 212994848 gene 1 108 0 0.120173499318148 16.7389803608085
1 ANGEL2 212982224 gene 1 108 0 0.0496475433141909 8.59451445311469
1 TATDN3 212707950 gene 1 108 0 0.0318300605964832 4.6365548391279
1 KCNK2 215073089 gene 1 109 0 0.214436097958647 19.8371401422325
1 TGFB2 218124588 gene 1 110 0 0.0500563653736914 12.0862709701902
1 RRP15 218350308 gene 1 110 0 0.0220645958004982 4.59006507045809
1 NVL 224452397 gene 1 114 0 0.0437146824932008 11.6206586529844
1 LBR 225360132 gene 1 115 0 0.0649237364482685 10.3152048634443
1 EPHX1 225807996 gene 1 115 0 0.0341964616446113 4.5585718835123
1 ZNF678 227616340 gene 1 116 0 0.0340452689572249 4.62974362750685
1 GUK1 227919729 gene 1 116 0 0.0498874210378492 8.13675203257367
1 WNT9A 227805412 gene 1 116 0 0.0934287501699688 13.9654159416803
1 ACTA1 229582232 gene 1 117 0 3.13082892944294e-14 7.05601520575503
1 TTC13 231067843 gene 1 118 0 0.0481523495617041 6.01780494219798
1 NTPCR 232927643 gene 1 119 0 0.0414843708979088 5.34497849249875
1 MAP3K21 233306837 gene 1 120 0 0.168079786690627 14.3681013728766
1 TOMM20 234914278 gene 1 121 0 0.0518308486141165 6.00402093175882
1 TARBP1 234554007 gene 1 121 0 0.0456337681947744 4.78116984984068
1 TBCE 235364664 gene 1 121 0 0.106826693043076 12.7130733393097
1 GPR137B 236138001 gene 1 122 0 0.0462361304913557 6.24625457452359
1 LYST 235885932 gene 1 122 0 0.0423808256328431 5.44615682495848
1 RYR2 237537387 gene 1 123 0 0.0620337342255249 9.17512405661348
1 FMN2 240152281 gene 1 125 0 0.171253350752313 19.1417543808412
1 GREM2 240446767 gene 1 126 0 0.0505728494779034 4.58109117999652
1 FH 241765637 gene 1 127 0 0.0396781111975598 4.92015821054088
1 CHML 241749123 gene 1 127 0 0.038208959358582 4.57421640296222
1 OPN3 241748610 gene 1 127 0 0.038495138376669 4.64261836153786
1 SDCCAG8 243178821 gene 1 128 0 0.0245746646648396 12.4515082776206
1 CATSPERE 244818697 gene 1 129 0 0.0367494192393367 5.06053879654544
1 EFCAB2 245035798 gene 1 129 0 0.0500438562763914 7.89454293150588
1 SCCPDH 246773051 gene 1 130 0 0.0234028521212468 4.58537122707948
1 TFB2M 246425403 gene 1 130 0 0.046339809224312 10.835136432756
1 ZNF124 247139012 gene 1 130 0 0.0232369030994722 4.52054552481337
1 OR2L13 247950134 gene 1 131 0 0.0360031412598379 4.74023876880948
1 ZNF672 248728150 gene 1 131 0 0.0675507640919149 10.5375447657332
1 OR2L5 247937246 gene 1 131 0 0.0423377427384674 6.22637100053963
1 OR2L2 247937246 gene 1 131 0 0.0423377427384674 6.22637100053963
1 OR2L3 247965627 gene 1 131 0 0.048260888424281 7.43017227781028
2 SH3YL1 313392 gene 2 1 0 0.0322165675801815 6.83254115099906
2 MYT1L 2311225 gene 2 2 1 0.357907607763108 24.1900079593906
2 COLEC11 3577209 gene 2 2 0 0.0182884552298916 5.18987572591246
2 RNF144A 6996242 gene 2 5 0 0.0483102934061752 6.92845769848979
2 ADAM17 9443793 gene 2 6 0 0.0450294497690207 9.76932365330143
2 TAF1B 9843557 gene 2 6 0 0.0337430461707355 7.12348923603936
2 MBOAT2 9103401 gene 2 6 0 0.0691234851571241 13.7279077990255
2 CPSF3 9598755 gene 2 6 0 0.0263545092049121 4.86603006892762
2 RRM2 10077869 gene 2 6 0 0.0529309722585425 11.2578631268848
2 KCNF1 10839362 gene 2 7 0 0.0241077929640424 5.7262359988267
2 PDIA6 11016660 gene 2 7 0 0.050810797145927 12.5535342552065
2 GEN1 17777832 gene 2 10 0 0.0260941277925586 6.06294389771116
2 KCNS3 17805730 gene 2 10 0 0.0285759189558212 7.09610959455659
2 SMC6 17799991 gene 2 10 0 0.0374098740826477 9.50862734689116
2 TTC32 19890916 gene 2 12 0 0.0475767283003654 4.51317216686407
2 ITSN2 24149579 gene 2 14 0 0.0399563061530811 5.40442944446572
2 FKBP1B 24205990 gene 2 14 0 0.193423728506813 20.2480432641839
2 RAB10 25986788 gene 2 15 0 0.0338627527362476 5.14307651508428
2 HADHB 26012931 gene 2 15 0 0.0404577378763852 6.83563210427957
2 EFR3B 25172184 gene 2 15 0 0.644856728305959 18.8516150298268
2 CGREF1 26930006 gene 2 16 0 0.0403809772108592 11.6040678213251
2 CLIP4 29212649 gene 2 18 0 0.0711966231069731 9.68179416103982
2 EHD3 31143707 gene 2 19 0 0.0629469553094801 4.66641077929756
2 CAPN13 31066723 gene 2 19 0 0.0645857237419767 4.90456969386447
2 GALNT14 31086571 gene 2 19 0 0.0634688281312549 4.74290248220163
2 CAPN14 31253572 gene 2 19 0 0.0637682935333876 4.78651768759697
2 LCLAT1 30588864 gene 2 19 0 0.0659322619606233 5.09589975704215
2 LTBP1 32949678 gene 2 20 0 0.0414205789864707 4.66844590362091
2 XDH 31508186 gene 2 20 0 0.0461754127808809 5.66687042008263
2 RASGRP3 33648791 gene 2 21 0 0.0285558148928746 6.21221880736915
2 CEBPZOS 37247971 gene 2 23 0 0.0162663733066306 12.0464362603661
2 EIF2AK2 36987936 gene 2 23 0 0.0151118640693977 5.85528069724513
2 FEZ2 36593247 gene 2 23 0 0.0155813755567107 4.93931236228882
2 RMDN2 37925698 gene 2 24 0 0.0948896322431631 11.1021791493226
